names,gs,rd
Dundee Women's 1,2027.0192003537766,50.42519694389198
Strathclyde Women's 2,1185.8269091332727,51.49033542124053
Exeter Women's 5,1486.4037482844808,50.94735635455542
Nottingham Trent Men's 5,1224.504325884949,60.439559013326445
Bedfordshire Women's 1,864.255377317127,53.25011573248631
St Andrews Women's 1,2009.3112077864307,50.95330596815629
Queen Mary Men's 2 (Barts),1231.932742499415,56.42410598183091
Sheffield Hallam Women's 3,645.2801400315649,52.650293440708566
Leeds Women's 8,523.9143250121712,55.809897336046085
Newcastle Women's 5,762.4544636378604,55.8830562192954
Aberdeen Women's 4,682.1687695949025,53.85697083466047
Dundee Women's 4,606.0842917713385,53.25538479905734
Liverpool Men's 1,1979.9094388714807,50.4303398309434
Loughborough Women's 3,2042.6134387335915,49.921474484579264
Warwick Women's 1,1951.5196807030916,49.92339476583318
Stirling Women's 1,2019.4328864941767,50.42763927404385
Surrey Women's 1,2047.283308308809,50.43673792728443
UCL Women's 2 (RUMS),1994.603691841919,49.939540869974294
Kent Men's 2,1264.9708157762375,51.502237601669364
Reading Women's 2,1237.8369631844332,50.43034089447894
Royal Agricultural Women's 1,834.5733110988946,51.49474810224301
Edge Hill Women's 2,705.8653711369033,51.51918351492862
Leeds Men's 1,1988.6129077583971,52.61699106890103
Cardiff Met Women's 4,919.1103364789226,51.53875636199986
Cardiff Met Women's 5,881.615793427664,66.54408761467428
Aberdeen Women's 1,1529.5514822019472,50.424580509234914
Chichester Women's 1,1449.3383597609513,50.953396485260924
UCL Women's 7,687.3699245648098,64.33092259828257
Liverpool Men's 2,1535.4633471644745,50.9717528226726
Queen Mary Women's 2,1202.2623699083915,52.04268428746754
Winchester Men's 1,877.0668322412419,55.81498429905886
Imperial Men's 1,1958.2799240101651,52.6168069105155
Loughborough Men's 1,3050.5981180188273,52.629577906214216
Reading Men's 4,735.7013976951474,62.33850821761365
Southampton Women's 1,1974.9844919133916,50.43628879342209
Bristol Women's 2,2006.3877163098268,50.970561280294554
Imperial Men's 4,1181.6299120686804,66.49857625300203
Manchester Met Women's 2,704.5355697385711,50.96893958502312
Sheffield Hallam Women's 4,594.1541216082752,54.481342527681214
Chichester Men's 1,2026.3115991159846,50.431914991957804
Loughborough Women's 1,3041.487485064101,52.6312993824934
Sheffield Women's 5,718.1096846906512,54.47443867057295
Bath Women's 3,1503.9210512011734,50.94642618086838
UWE Women's 3,837.9111327430386,54.51029089166043
Teesside Women's 1,669.0490293569959,52.65018170405476
Imperial Women's 5 (Medics),574.9096812829303,54.489778396672534
Loughborough Men's 6,921.6399461522723,66.60033181400138
Nottingham Women's 4,2066.136554800424,50.43378811481169
Southampton Men's 1,2056.5402722704152,50.428595261728894
Bristol Men's 3,2030.0507197140478,50.9552234225081
Bath Men's 2,2045.7300075545324,50.43230001169927
Exeter Men's 3,2041.404454408091,50.434871310102544
Cardiff Men's 5,1215.3430178023807,51.49732800461958
Southampton Women's 3,1281.665379881188,51.49350992335225
UWE Women's 2,966.958813993608,51.50528069975932
LSE Women's 2,737.941643457897,52.63701575368267
Exeter Women's 3,2054.1461343096958,50.9606198496254
Exeter Women's 4,2025.0895881765387,50.44423807483116
Leeds Women's 2,2003.3422443398367,50.958720742840704
Sheffield Women's 1,1979.5019957209172,52.03759775027198
Lincoln Men's 2,858.5112224993625,62.354027363173465
Oxford Brookes Men's 1,2250.2662442856276,53.231062097554634
Cambridge Men's 1,2320.2516378358237,53.21681520289864
Abertay Women's 2,613.0267820158437,53.860756357724924
